REVIEW_ID,PRODUCT_ID,CUSTOMER_ID,PLATFORM,RATING,TITLE,REVIEW_TEXT,REVIEW_URL,HELPFUL_VOTES,NOT_HELPFUL_VOTES,VERIFIED_PURCHASE,REVIEWER_SKIN_TONE,REVIEWER_SKIN_TYPE,REVIEWER_UNDERTONE,REVIEWER_AGE_RANGE,IS_APPROVED,MODERATION_STATUS,CREATED_AT,UPDATED_AT
a38c4349-11b0-4ff6-8f80-75996664fa09,9da4e6bc-a6fc-4a52-9e50-20ba23b1ca9d,d179ea5f-c697-44ef-a406-fbe2ef1d7e37,app,4,Good everyday product,"This has become my go-to for daily use. Easy to apply, nice finish, and good staying power. The price point is reasonable for the quality you get.",https://agentcommerce.com/reviews/1963b324,25,1,False,Fair,Oily,Warm,35-44,True,approved,2025-10-25 00:00:00,
c5ef9b2c-27bc-4645-b563-f9d9f706e425,4bbad055-14ed-4b0f-bf08-2ca2fd42e278,d552eb31-0fa3-4beb-9cf7-902bc424c1b4,app,3,Mixed feelings,"Some aspects I really like, others not so much. The color is nice but the formula feels a bit heavy on my skin. Might try a different shade or product from the line.",https://agentcommerce.com/reviews/70bd4d8f,23,0,False,Deep,Dry,Warm,35-44,True,approved,2026-03-16 00:00:00,
0e975525-ee3a-429f-939b-356c3b738ecd,074e8a31-12ef-4fdd-92e4-ae9e264ec898,abd107ea-b2be-4448-b1a9-e51ea4b59176,app,4,Pleasantly surprised,Did not expect to love this as much as I do. The formula is comfortable to wear and looks natural on the skin. Lasts a good 6-8 hours before needing a touch-up.,https://agentcommerce.com/reviews/fef5b993,19,5,True,Deep,Dry,Warm,35-44,True,approved,2025-11-05 00:00:00,
e0ab2086-7c8c-45ae-aadd-021a98dddca1,546ce59b-61f9-4713-b441-eb91bc5a152a,40de56ae-07c9-4a6a-84e6-2934fb6d9f71,app,5,Game changer for my routine,"This has completely transformed my makeup routine. Application is smooth, the finish is beautiful, and it does not irritate my sensitive skin at all. Five stars is not enough!",https://agentcommerce.com/reviews/13120dcb,26,4,True,Light,Dry,Warm,35-44,True,approved,2025-09-28 00:00:00,
2900c2cf-cc5d-42e6-8853-2f34b16d5ff9,58f687ca-650b-491f-b66c-92428801fd28,f0fd9152-4a37-4672-8396-9a787a38ccbb,app,5,Perfect for my skin type,"Finally found something that works with my skin! No breakouts, no irritation, just beautiful results. The formula is so well-balanced and the shade match is perfect for my undertone.",https://agentcommerce.com/reviews/50ee735c,30,5,False,Fair,Dry,Cool,35-44,True,approved,2026-02-13 00:00:00,
2f7d0c65-90da-4721-b3be-2618b07ae435,3f2cd695-37fb-4460-aeb9-f7d8b6330a1f,00e4fc27-368c-4e17-801e-97ad18317b8d,app,4,Really impressed,"Great product overall. The formula works well and I am happy with the results. Only reason for 4 stars is the packaging could be better, but the product itself is excellent.",https://agentcommerce.com/reviews/62253fc7,37,2,True,Deep,Normal,Cool,35-44,True,approved,2026-01-03 00:00:00,
2855a966-ad82-4aa1-8736-80638c35ac3c,0f80edb8-82c5-4cf3-8024-97d267dcb765,33d34c7f-15ee-448d-a14d-9a75412b8f4d,app,3,Mixed feelings,"Some aspects I really like, others not so much. The color is nice but the formula feels a bit heavy on my skin. Might try a different shade or product from the line.",https://agentcommerce.com/reviews/2905d2e2,34,3,False,Fair,Normal,Neutral,35-44,True,approved,2026-03-04 00:00:00,
5e43009d-b917-4d67-88fb-11089b985f48,f2bc8cdf-4c76-4830-947c-f64b7e4fe79c,40204dd6-70a9-4ebc-88d0-d011b57dc0ab,app,4,Works great for me,I have been using this for about a month and I am really pleased. It suits my skin type well and the finish is exactly what I was looking for. Minor issues with the applicator but overall great.,https://agentcommerce.com/reviews/6095ebfc,44,3,True,Light,Dry,Warm,35-44,True,approved,2025-10-01 00:00:00,
186e3c70-df98-487c-b76f-97767b65d2e3,52faf473-5b82-4b73-9b3e-ec396fd08c3e,e8d247af-8490-42bd-a6ee-28c5ae3a0008,app,5,Absolutely love this!,This product exceeded all my expectations. The texture is amazing and it blends beautifully on my skin. I have been using it for weeks now and the results are consistent every single time. Highly recommend!,https://agentcommerce.com/reviews/44b961b2,7,5,True,Tan,Combination,Warm,35-44,True,approved,2026-02-01 00:00:00,
f96eaa21-0d96-4b51-992d-4e350747206b,63a30a73-7c9f-4f14-bc79-26dd83c66b44,b61489a1-ecc6-453e-8bcd-c95a4da78006,app,3,Mixed feelings,"Some aspects I really like, others not so much. The color is nice but the formula feels a bit heavy on my skin. Might try a different shade or product from the line.",https://agentcommerce.com/reviews/17cbd527,18,2,False,Medium-Tan,Normal,Warm,35-44,True,approved,2025-10-24 00:00:00,
0ce552e7-0fc5-4dc2-83c4-c2546bd147ee,d18d7f1d-4709-4978-89bd-078a23e825e7,c7d03146-12aa-4072-8de4-7c22c6ef48c8,app,5,Absolutely love this!,This product exceeded all my expectations. The texture is amazing and it blends beautifully on my skin. I have been using it for weeks now and the results are consistent every single time. Highly recommend!,https://agentcommerce.com/reviews/b3bf18b0,25,4,False,Fair,Oily,Warm,35-44,True,approved,2026-02-25 00:00:00,
59a98128-2067-4deb-9eff-6e57cbb01114,613599c4-c016-48a9-a775-a18388b39386,ede82b35-1ed9-44a4-b269-b1fd321dfffa,app,4,Pleasantly surprised,Did not expect to love this as much as I do. The formula is comfortable to wear and looks natural on the skin. Lasts a good 6-8 hours before needing a touch-up.,https://agentcommerce.com/reviews/e8ba6a10,7,5,False,Light,Combination,Cool,35-44,True,approved,2025-12-06 00:00:00,
49c8eda2-c5d4-4ca1-8b03-4371887bd3a4,e6c19c87-005a-4035-bd8d-d8649cd94d94,d244f170-9756-4f29-8b9f-894680366824,app,4,Very good quality,Solid product that delivers on its promises. The color is true to description and it wears nicely throughout the day. Would recommend to anyone looking for a reliable option.,https://agentcommerce.com/reviews/492e789a,21,2,False,Light,Combination,Cool,35-44,True,approved,2025-12-16 00:00:00,
abef0780-9523-499b-8c13-8a4132cf816b,47ad51fe-9307-42ac-b72b-04bb2e3d6dd0,efebfe33-aad6-453f-8306-2735670e6fa4,app,4,Pleasantly surprised,Did not expect to love this as much as I do. The formula is comfortable to wear and looks natural on the skin. Lasts a good 6-8 hours before needing a touch-up.,https://agentcommerce.com/reviews/3c25eb90,35,5,False,Fair,Dry,Cool,35-44,True,approved,2026-01-31 00:00:00,
d5934e22-5257-4fcb-b047-5aab214a826d,6c941df7-909b-41ea-aaed-b54d7bce172e,22a101b4-a90b-4b83-8eba-4666ba8e6564,app,4,Works great for me,I have been using this for about a month and I am really pleased. It suits my skin type well and the finish is exactly what I was looking for. Minor issues with the applicator but overall great.,https://agentcommerce.com/reviews/9d69cdeb,44,2,True,Medium,Normal,Neutral,35-44,True,approved,2025-12-03 00:00:00,
a46e01d8-7546-4409-a612-84a72d1b91f4,a08e87f1-7ce0-432e-8df2-763ffdcd3cc3,430a1118-cbde-4aba-b583-f35a9be22138,app,5,Holy grail product!,I have tried so many products and this is by far the best. The formula is lightweight yet provides great coverage. My skin looks flawless and it lasts all day without fading or getting patchy.,https://agentcommerce.com/reviews/06014471,23,2,False,Medium-Tan,Normal,Warm,35-44,True,approved,2026-03-04 00:00:00,
5effc57f-d7cb-46aa-a23c-25db51a801cf,85a8dfdd-816b-4c5e-b732-e661416c84ca,eb207eb4-fb78-48a8-b598-bd5c705f099d,app,4,Works great for me,I have been using this for about a month and I am really pleased. It suits my skin type well and the finish is exactly what I was looking for. Minor issues with the applicator but overall great.,https://agentcommerce.com/reviews/c9022faa,8,5,False,Light,Normal,Neutral,35-44,True,approved,2026-02-26 00:00:00,
af169ee8-94e4-49d1-9105-8a677919379d,fa4cec93-cce2-494b-8853-dab315b6ee43,8253b5fc-17fe-4e33-8528-cff4290a4a36,app,5,Best purchase ever,Worth every penny! The quality is exceptional and you can tell this is a premium product. It works perfectly with my skin type and the color payoff is incredible. Will definitely repurchase.,https://agentcommerce.com/reviews/13381553,31,4,True,Deep,Normal,Cool,35-44,True,approved,2026-03-04 00:00:00,
ec85753a-53e0-45c4-bf85-9df6b5d97a29,546ce59b-61f9-4713-b441-eb91bc5a152a,40de56ae-07c9-4a6a-84e6-2934fb6d9f71,app,5,Holy grail product!,I have tried so many products and this is by far the best. The formula is lightweight yet provides great coverage. My skin looks flawless and it lasts all day without fading or getting patchy.,https://agentcommerce.com/reviews/b92b8400,48,1,False,Light,Combination,Cool,35-44,True,approved,2026-02-13 00:00:00,
bf3821de-a1ea-49f1-b8d2-fe021b62b2b3,2717ef34-1420-4c61-a570-68b22db4c5f1,397f462f-cc88-4423-8b87-d7f921b24159,app,3,Mixed feelings,"Some aspects I really like, others not so much. The color is nice but the formula feels a bit heavy on my skin. Might try a different shade or product from the line.",https://agentcommerce.com/reviews/b5e754d9,8,1,True,Deep,Dry,Warm,35-44,True,approved,2026-03-20 00:00:00,
7175170b-fb9a-48f9-995f-68edfd96ecc8,ac004bc5-bd11-4bc9-9072-ffef7bfc8784,a4b85fee-e407-4edd-9c01-011cea5de3a0,app,4,Good everyday product,"This has become my go-to for daily use. Easy to apply, nice finish, and good staying power. The price point is reasonable for the quality you get.",https://agentcommerce.com/reviews/fd287605,20,2,False,Fair,Normal,Neutral,35-44,True,approved,2026-02-28 00:00:00,
61b279b5-29fc-4020-bb0f-f45281d33533,c19d23a4-7060-4372-9a1e-4a11264c00dd,167367cd-e6e1-4f28-bc37-61f63f795734,app,4,Good everyday product,"This has become my go-to for daily use. Easy to apply, nice finish, and good staying power. The price point is reasonable for the quality you get.",https://agentcommerce.com/reviews/4499f121,44,3,True,Tan,Combination,Warm,35-44,True,approved,2026-01-04 00:00:00,
b89616a3-53ef-416c-996b-79ab418b13a1,661eff88-c4f8-4c7f-a022-32ff6a8f14a7,1e00777d-c643-4309-a94f-7f636b8ac7fd,app,4,Really impressed,"Great product overall. The formula works well and I am happy with the results. Only reason for 4 stars is the packaging could be better, but the product itself is excellent.",https://agentcommerce.com/reviews/7c1f53be,43,3,False,Deep,Oily,Neutral,35-44,True,approved,2026-03-07 00:00:00,
afc20b42-2661-432e-80e9-7f913b9ca79d,493abc5a-3c59-4b73-bee3-d4b6d52a9d7c,4462a0ea-a3b9-4a22-b973-56f2699e5185,app,5,Best purchase ever,Worth every penny! The quality is exceptional and you can tell this is a premium product. It works perfectly with my skin type and the color payoff is incredible. Will definitely repurchase.,https://agentcommerce.com/reviews/6867ec83,9,0,True,Medium,Combination,Cool,35-44,True,approved,2025-11-15 00:00:00,
05a68dc6-6b98-4deb-84d4-5cdb26ed570e,2fb1a173-08aa-47cc-9137-8a49c1769c2f,955199a9-637e-4ff1-a4e9-334d47a14120,app,4,Pleasantly surprised,Did not expect to love this as much as I do. The formula is comfortable to wear and looks natural on the skin. Lasts a good 6-8 hours before needing a touch-up.,https://agentcommerce.com/reviews/19a9fadf,28,2,True,Light,Dry,Warm,35-44,True,approved,2026-01-11 00:00:00,
ee5787be-8659-401b-a41a-5740fdfe1578,9da4e6bc-a6fc-4a52-9e50-20ba23b1ca9d,d179ea5f-c697-44ef-a406-fbe2ef1d7e37,app,4,Very good quality,Solid product that delivers on its promises. The color is true to description and it wears nicely throughout the day. Would recommend to anyone looking for a reliable option.,https://agentcommerce.com/reviews/4d3b9572,42,1,False,Fair,Oily,Warm,35-44,True,approved,2025-11-09 00:00:00,
e8ee6052-8650-4947-9ced-9150fcd84857,4cf1d2bf-ba57-44d9-9e5c-52cf4aaddf42,e96aab6c-7f38-4814-b647-3510f57c96e1,app,4,Very good quality,Solid product that delivers on its promises. The color is true to description and it wears nicely throughout the day. Would recommend to anyone looking for a reliable option.,https://agentcommerce.com/reviews/9e264c8f,23,3,False,Medium,Oily,Warm,35-44,True,approved,2025-12-18 00:00:00,
606a5a5c-3df9-42b0-962c-d23179505e24,abca493f-7ed9-43e6-96f4-2f3467158a51,2d573e5b-c8c8-4729-a6b3-682522ebced8,app,4,Very good quality,Solid product that delivers on its promises. The color is true to description and it wears nicely throughout the day. Would recommend to anyone looking for a reliable option.,https://agentcommerce.com/reviews/0df75cc6,19,3,True,Light,Combination,Cool,35-44,True,approved,2026-01-17 00:00:00,
6d0cbf02-6c1d-4a6b-8c88-fd557de75842,9b941d46-b753-46c9-9184-9b85e993d64a,2b48146c-8c93-4320-a580-668ff3e558e3,app,4,Works great for me,I have been using this for about a month and I am really pleased. It suits my skin type well and the finish is exactly what I was looking for. Minor issues with the applicator but overall great.,https://agentcommerce.com/reviews/886396fa,27,1,False,Medium,Combination,Cool,35-44,True,approved,2025-11-25 00:00:00,
40a89c43-94ac-4544-9367-6415b7d702e5,58f687ca-650b-491f-b66c-92428801fd28,f0fd9152-4a37-4672-8396-9a787a38ccbb,app,5,Best purchase ever,Worth every penny! The quality is exceptional and you can tell this is a premium product. It works perfectly with my skin type and the color payoff is incredible. Will definitely repurchase.,https://agentcommerce.com/reviews/f897d727,35,4,True,Fair,Dry,Cool,35-44,True,approved,2026-02-21 00:00:00,
3d9d6cc6-b851-4903-8f97-e6bc4845bf44,c2bddd26-21e4-45f6-a84a-72af7e760e96,7293c557-85af-47c2-a08f-1113be5f5d71,app,3,Mixed feelings,"Some aspects I really like, others not so much. The color is nice but the formula feels a bit heavy on my skin. Might try a different shade or product from the line.",https://agentcommerce.com/reviews/7db89feb,9,3,False,Fair,Oily,Warm,35-44,True,approved,2025-10-14 00:00:00,
53952795-5909-43e0-a0f6-a3c8d65afd7f,d380474c-63a8-43f4-aa75-ae4dbf419a54,3e644063-9279-4dc6-a3a6-09544e75c514,app,3,Mixed feelings,"Some aspects I really like, others not so much. The color is nice but the formula feels a bit heavy on my skin. Might try a different shade or product from the line.",https://agentcommerce.com/reviews/a2f40b50,44,2,True,Medium,Oily,Warm,35-44,True,approved,2025-10-22 00:00:00,
816ec586-0b09-4d72-bfbc-c2b8315d5031,abbab19f-889c-4906-ac3e-1558dc6fe8f9,df1c2782-c742-4bd9-8d5a-156fc67f45de,app,4,Pleasantly surprised,Did not expect to love this as much as I do. The formula is comfortable to wear and looks natural on the skin. Lasts a good 6-8 hours before needing a touch-up.,https://agentcommerce.com/reviews/fd6a31b7,16,1,False,Medium,Combination,Cool,35-44,True,approved,2025-10-08 00:00:00,
0ff1b4a1-0740-4545-8c51-aa034c449b05,4bbad055-14ed-4b0f-bf08-2ca2fd42e278,d552eb31-0fa3-4beb-9cf7-902bc424c1b4,app,3,Mixed feelings,"Some aspects I really like, others not so much. The color is nice but the formula feels a bit heavy on my skin. Might try a different shade or product from the line.",https://agentcommerce.com/reviews/b818e836,27,1,True,Deep,Normal,Cool,35-44,True,approved,2025-10-30 00:00:00,
fcc9c266-31d1-4b2d-b2db-51a629f47975,661eff88-c4f8-4c7f-a022-32ff6a8f14a7,1e00777d-c643-4309-a94f-7f636b8ac7fd,app,4,Pleasantly surprised,Did not expect to love this as much as I do. The formula is comfortable to wear and looks natural on the skin. Lasts a good 6-8 hours before needing a touch-up.,https://agentcommerce.com/reviews/98820a00,43,2,False,Deep,Normal,Cool,35-44,True,approved,2025-11-18 00:00:00,
c30557c1-fca8-4cfe-8a32-bfeedb9fd71a,09e26d1b-8f25-4e1e-aadc-771905801ac2,61bab324-59d4-4a42-93a5-02611347ab91,app,5,Holy grail product!,I have tried so many products and this is by far the best. The formula is lightweight yet provides great coverage. My skin looks flawless and it lasts all day without fading or getting patchy.,https://agentcommerce.com/reviews/5ca7720c,34,1,True,Deep,Dry,Warm,35-44,True,approved,2026-03-16 00:00:00,
a0f554cb-30e8-45bb-9e16-1bae816f010c,7b1e1642-6c6e-4b87-8f1a-86d9d738abe5,af35bcea-0f4c-4a76-843f-d3b1c00916b2,app,4,Really impressed,"Great product overall. The formula works well and I am happy with the results. Only reason for 4 stars is the packaging could be better, but the product itself is excellent.",https://agentcommerce.com/reviews/f9e9a09a,17,2,True,Medium-Tan,Normal,Warm,35-44,True,approved,2026-03-22 00:00:00,
37559c03-2472-4b4d-ac0c-f454450f0765,f13efebb-1386-464b-80e0-1841cf958a04,4feb220f-95ef-4bcc-b7cb-7771fefec42b,app,3,Mixed feelings,"Some aspects I really like, others not so much. The color is nice but the formula feels a bit heavy on my skin. Might try a different shade or product from the line.",https://agentcommerce.com/reviews/fb6bf9a8,22,2,True,Medium,Combination,Cool,35-44,True,approved,2025-12-18 00:00:00,
f1a50657-40c9-407c-af55-99832a5e7aaa,546ce59b-61f9-4713-b441-eb91bc5a152a,40de56ae-07c9-4a6a-84e6-2934fb6d9f71,app,5,Game changer for my routine,"This has completely transformed my makeup routine. Application is smooth, the finish is beautiful, and it does not irritate my sensitive skin at all. Five stars is not enough!",https://agentcommerce.com/reviews/7a803f2e,5,5,True,Light,Combination,Cool,35-44,True,approved,2025-11-13 00:00:00,
bf18d1c2-5937-4d5c-84e9-de5036c69736,3f2cd695-37fb-4460-aeb9-f7d8b6330a1f,00e4fc27-368c-4e17-801e-97ad18317b8d,app,4,Really impressed,"Great product overall. The formula works well and I am happy with the results. Only reason for 4 stars is the packaging could be better, but the product itself is excellent.",https://agentcommerce.com/reviews/1704728c,19,3,False,Deep,Oily,Neutral,35-44,True,approved,2026-03-17 00:00:00,
9659044a-cfc9-45ff-9de9-66dde20fe78d,e30ccee1-a9ad-4a06-86a2-b22720fc4bc7,006e9283-b6d2-4b62-8b73-725998902f08,app,4,Good everyday product,"This has become my go-to for daily use. Easy to apply, nice finish, and good staying power. The price point is reasonable for the quality you get.",https://agentcommerce.com/reviews/d12e3ca1,17,1,False,Deep,Oily,Neutral,35-44,True,approved,2025-12-31 00:00:00,
c8f6bb46-25db-46ff-ac3a-f61ead50c518,606b47e7-107e-4328-b6b8-4fceadb532c2,014797de-4331-41f8-acff-b0a466feff00,app,4,Pleasantly surprised,Did not expect to love this as much as I do. The formula is comfortable to wear and looks natural on the skin. Lasts a good 6-8 hours before needing a touch-up.,https://agentcommerce.com/reviews/6adedb6d,21,3,False,Light,Normal,Neutral,35-44,True,approved,2025-12-03 00:00:00,
1a41f3bc-5581-44e1-883f-a433e27393b8,2fb1a173-08aa-47cc-9137-8a49c1769c2f,955199a9-637e-4ff1-a4e9-334d47a14120,app,4,Good everyday product,"This has become my go-to for daily use. Easy to apply, nice finish, and good staying power. The price point is reasonable for the quality you get.",https://agentcommerce.com/reviews/92ecce1e,36,3,True,Light,Normal,Neutral,35-44,True,approved,2026-01-26 00:00:00,
66015c79-5231-4849-88f6-c1427b6b3933,d2ea98ce-4295-46bc-ad47-424fb03de66e,d9290ff3-631f-4baf-b75d-97af5a6a9d58,app,5,Absolutely love this!,This product exceeded all my expectations. The texture is amazing and it blends beautifully on my skin. I have been using it for weeks now and the results are consistent every single time. Highly recommend!,https://agentcommerce.com/reviews/dc8b95e1,6,1,False,Fair,Oily,Warm,35-44,True,approved,2026-02-07 00:00:00,
83698a8a-0fad-47b5-994c-86a1c0fae232,bf31e0b6-136b-44b4-b639-736d30f42840,13c54983-a4b9-48b6-af04-0b327481e58a,app,4,Really impressed,"Great product overall. The formula works well and I am happy with the results. Only reason for 4 stars is the packaging could be better, but the product itself is excellent.",https://agentcommerce.com/reviews/c2090b62,40,2,True,Light,Dry,Warm,35-44,True,approved,2025-10-19 00:00:00,
6a5c309d-6cda-4d8a-8251-bf4e1547e775,6ae6e14e-54ee-4d02-8fb0-6e9157bb6f0c,14d2f20e-ba36-47fd-9a58-a38376022d53,app,4,Works great for me,I have been using this for about a month and I am really pleased. It suits my skin type well and the finish is exactly what I was looking for. Minor issues with the applicator but overall great.,https://agentcommerce.com/reviews/1ac26646,28,4,False,Deep,Normal,Cool,35-44,True,approved,2025-10-27 00:00:00,
a2080de2-4e68-40e1-9df2-57e4fdff5120,e9dd30aa-4fef-46fb-9d40-e91a80ee3b09,47c5383f-9cf7-470f-b87a-e309364a08ba,app,4,Very good quality,Solid product that delivers on its promises. The color is true to description and it wears nicely throughout the day. Would recommend to anyone looking for a reliable option.,https://agentcommerce.com/reviews/b293eade,29,5,False,Fair,Normal,Neutral,35-44,True,approved,2026-03-11 00:00:00,
19f6e3bd-27d1-4a6a-95c9-d5f1ffc825c8,342396d0-fe4b-4f44-8e13-39fc39950805,9e31103b-aba4-4995-8609-3a826d84b958,app,3,Decent but not amazing,It is an okay product. Does what it says but nothing extraordinary. The formula is average and the longevity could be better. Might work better for different skin types.,https://agentcommerce.com/reviews/7a4688cc,5,5,False,Medium,Combination,Cool,35-44,True,approved,2025-10-09 00:00:00,
52d5d110-47ac-4288-944a-591809908ac7,4bcf06ad-d689-4c06-9cdf-b46747e967b1,e95cc9d8-160e-4fd4-bd3d-e930e7a6c198,app,5,Holy grail product!,I have tried so many products and this is by far the best. The formula is lightweight yet provides great coverage. My skin looks flawless and it lasts all day without fading or getting patchy.,https://agentcommerce.com/reviews/9218f6bb,44,4,True,Light,Combination,Cool,35-44,True,approved,2025-12-15 00:00:00,
e9e543a4-c493-40c7-8390-a3d0f453422d,074e8a31-12ef-4fdd-92e4-ae9e264ec898,abd107ea-b2be-4448-b1a9-e51ea4b59176,app,4,Really impressed,"Great product overall. The formula works well and I am happy with the results. Only reason for 4 stars is the packaging could be better, but the product itself is excellent.",https://agentcommerce.com/reviews/fe7a0fd3,26,1,True,Deep,Oily,Neutral,35-44,True,approved,2025-11-18 00:00:00,
d484715e-6025-4641-a481-f61dd5fe652e,f7bbcf81-2682-4310-b956-7cd8e4cb2884,1b227765-1254-4862-abf8-2d99bfb29fe0,app,4,Good everyday product,"This has become my go-to for daily use. Easy to apply, nice finish, and good staying power. The price point is reasonable for the quality you get.",https://agentcommerce.com/reviews/3b67c36e,47,2,False,Fair,Normal,Neutral,35-44,True,approved,2025-12-11 00:00:00,
daeb70f3-e3e8-402d-a22e-eeb3b2ece67a,e09c2241-a2e2-4e4b-a05a-b6c97e6b5a5b,ca21c745-2bcc-4bd7-aeba-763152187e4d,app,3,Mixed feelings,"Some aspects I really like, others not so much. The color is nice but the formula feels a bit heavy on my skin. Might try a different shade or product from the line.",https://agentcommerce.com/reviews/92ded2bd,7,1,False,Fair,Dry,Cool,35-44,True,approved,2025-11-03 00:00:00,
ce841d7c-7638-4692-91e4-97268008f06e,2ab77968-cf07-4bea-aa90-e2bc7242b3fa,b69a8a8c-8d73-4fc6-8243-680de1f46986,app,4,Very good quality,Solid product that delivers on its promises. The color is true to description and it wears nicely throughout the day. Would recommend to anyone looking for a reliable option.,https://agentcommerce.com/reviews/96302761,9,3,False,Medium,Oily,Warm,35-44,True,approved,2025-10-08 00:00:00,
