PRODUCT_ID,SKU,NAME,BRAND,CATEGORY,SUBCATEGORY,DESCRIPTION,SHORT_DESCRIPTION,BASE_PRICE,CURRENT_PRICE,COST,COLOR_HEX,COLOR_LAB,COLOR_NAME,FINISH,SKIN_TONE_COMPATIBILITY,UNDERTONE_COMPATIBILITY,MONK_SCALE_MIN,MONK_SCALE_MAX,SIZE,SIZE_UNIT,INGREDIENTS,IS_VEGAN,IS_CRUELTY_FREE,SPF_VALUE,IS_ACTIVE,IS_FEATURED,LAUNCH_DATE,DISCONTINUE_DATE,CREATED_AT,UPDATED_AT,SKIN_TYPE_COMPATIBILITY
cbf59a8b-5596-41ec-8aa2-85740de1bffe,EST-LIP-0011,Estee Lauder Pro Lipstick,Estee Lauder,lips,lipstick,"A premium lipstick from Estee Lauder. Provides long-lasting, beautiful results.",Estee Lauder lipstick - professional quality,18.55,18.55,7.42,,,,glossy,"[
  ""light"",
  ""fair"",
  ""medium""
]","[
  ""cool""
]",1,6,3g,g,,False,True,0,True,False,2024-12-02,,2025-01-12 20:44:55,2025-12-19 13:54:55,"[
  ""dry"",
  ""normal""
]"
8a9437e5-bb37-44ed-8b92-c294663965d2,L'O-LIP-0012,L'Oreal Perfect Lip Liner,L'Oreal,lips,lip liner,"A premium lip liner from L'Oreal. Provides long-lasting, beautiful results.",L'Oreal lip liner - professional quality,52.72,52.72,21.09,,,,shimmer,"[
  ""fair"",
  ""light"",
  ""tan""
]","[
  ""neutral"",
  ""warm""
]",2,7,5ml,ml,,False,True,0,True,False,2024-08-04,,2025-02-09 11:31:55,2025-12-07 09:28:55,"[
  ""dry"",
  ""normal""
]"
b3b2f293-bc16-4b41-958f-7a408d03839c,CHA-LIP-0013,Charlotte Tilbury Luxe Lip Liner,Charlotte Tilbury,lips,lip liner,"A premium lip liner from Charlotte Tilbury. Provides long-lasting, beautiful results.",Charlotte Tilbury lip liner - professional quality,40.87,40.87,16.35,,,,glossy,"[
  ""fair"",
  ""tan"",
  ""medium"",
  ""deep"",
  ""light""
]","[
  ""warm"",
  ""cool""
]",1,7,10ml,ml,,False,False,0,True,True,2025-07-16,,2025-06-26 02:29:55,2025-12-04 00:29:55,"[
  ""dry"",
  ""normal""
]"
26b06223-5045-4f89-9fec-affaad3eb6ef,TAR-LIP-0014,Tarte Classic Lip Balm,Tarte,lips,lip balm,"A premium lip balm from Tarte. Provides long-lasting, beautiful results.",Tarte lip balm - professional quality,25.36,25.36,10.14,,,,satin,"[
  ""medium"",
  ""fair"",
  ""tan""
]","[
  ""warm"",
  ""neutral""
]",3,6,50ml,g,,False,True,0,True,False,2025-01-24,,2025-01-04 17:59:55,2025-12-07 20:09:55,"[
  ""oily"",
  ""dry"",
  ""normal"",
  ""combination""
]"
3d7d90a3-419f-4511-83dd-b897f1d0c348,MIL-LIP-0015,Milk Makeup Radiant Lip Balm,Milk Makeup,lips,lip balm,"A premium lip balm from Milk Makeup. Provides long-lasting, beautiful results.",Milk Makeup lip balm - professional quality,43.75,43.75,17.50,,,,matte,"[
  ""medium"",
  ""light"",
  ""fair"",
  ""deep""
]","[
  ""neutral"",
  ""cool"",
  ""warm""
]",3,8,5ml,g,,False,True,0,True,False,2024-04-08,,2025-01-18 20:02:55,2025-12-03 02:33:55,"[
  ""oily"",
  ""dry"",
  ""normal"",
  ""combination""
]"
0b10bad3-945c-4db6-bc60-22c9fc378c05,URB-LIP-0016,Urban Decay Essential Lip Balm,Urban Decay,lips,lip balm,"A premium lip balm from Urban Decay. Provides long-lasting, beautiful results.",Urban Decay lip balm - professional quality,44.33,37.75,17.73,,,,glossy,"[
  ""deep"",
  ""medium"",
  ""tan"",
  ""light""
]","[
  ""cool"",
  ""warm"",
  ""neutral""
]",3,10,30ml,g,,False,True,0,True,False,2025-09-03,,2025-08-22 18:47:55,2025-11-29 19:29:55,"[
  ""dry"",
  ""normal""
]"
cebac180-617e-429a-ae99-70b0f7315c2b,DRU-LIP-0017,Drunk Elephant Velvet Lip Liner,Drunk Elephant,lips,lip liner,"A premium lip liner from Drunk Elephant. Provides long-lasting, beautiful results.",Drunk Elephant lip liner - professional quality,43.55,38.39,17.42,,,,satin,"[
  ""fair"",
  ""tan"",
  ""medium"",
  ""light"",
  ""deep""
]","[
  ""cool"",
  ""neutral""
]",3,6,30ml,g,,False,False,0,True,False,2025-01-06,,2025-09-14 03:31:55,2025-11-25 12:51:55,"[
  ""oily"",
  ""dry"",
  ""normal"",
  ""combination""
]"
066c2bf9-71d5-4c2c-8258-216f8b39dab4,PAT-LIP-0018,Pat McGrath Labs Classic Lipstick,Pat McGrath Labs,lips,lipstick,"A premium lipstick from Pat McGrath Labs. Provides long-lasting, beautiful results.",Pat McGrath Labs lipstick - professional quality,42.16,30.75,16.86,,,,shimmer,"[
  ""deep"",
  ""fair"",
  ""tan"",
  ""medium""
]","[
  ""warm"",
  ""cool""
]",4,8,30ml,ml,,True,True,0,True,False,2024-04-18,,2025-11-18 22:43:55,2025-12-08 04:16:55,"[
  ""dry"",
  ""normal""
]"
1a76a85d-57ee-4e7e-a513-bb97439a3363,HUD-LIP-0019,Huda Beauty Classic Lipstick,Huda Beauty,lips,lipstick,"A premium lipstick from Huda Beauty. Provides long-lasting, beautiful results.",Huda Beauty lipstick - professional quality,51.00,51.00,20.40,,,,glossy,"[
  ""tan"",
  ""medium"",
  ""fair""
]","[
  ""cool"",
  ""warm""
]",3,8,10ml,g,,False,True,0,True,False,2024-04-20,,2025-08-13 05:31:55,2025-11-22 21:32:55,"[
  ""dry"",
  ""normal""
]"
7169fb5b-4a56-4c2d-aec0-d124ab1851bc,TAR-LIP-0020,Tarte Perfect Lip Balm,Tarte,lips,lip balm,"A premium lip balm from Tarte. Provides long-lasting, beautiful results.",Tarte lip balm - professional quality,58.43,49.77,23.37,,,,matte,"[
  ""fair"",
  ""medium"",
  ""deep"",
  ""light"",
  ""tan""
]","[
  ""neutral"",
  ""cool"",
  ""warm""
]",4,8,10ml,g,,False,True,0,True,False,2025-06-10,,2025-04-23 19:13:55,2025-12-19 11:36:55,"[
  ""oily"",
  ""dry"",
  ""normal"",
  ""combination""
]"
4eb41f35-d31e-450c-b565-914386dc1711,MAY-LIP-0021,Maybelline Ultra Lipgloss,Maybelline,lips,lipgloss,"A premium lipgloss from Maybelline. Provides long-lasting, beautiful results.",Maybelline lipgloss - professional quality,42.25,37.26,16.90,,,,shimmer,"[
  ""deep"",
  ""medium"",
  ""fair"",
  ""light"",
  ""tan""
]","[
  ""warm""
]",3,8,5ml,g,,True,False,0,True,False,2024-01-15,,2025-08-20 20:22:56,2025-11-25 05:46:56,"[
  ""dry"",
  ""normal""
]"
0e3dabfd-dbff-42d5-addf-36bb4eae603f,RAR-LIP-0022,Rare Beauty Velvet Lipstick,Rare Beauty,lips,lipstick,"A premium lipstick from Rare Beauty. Provides long-lasting, beautiful results.",Rare Beauty lipstick - professional quality,32.99,32.99,13.20,,,,glossy,"[
  ""fair"",
  ""medium"",
  ""tan"",
  ""light"",
  ""deep""
]","[
  ""neutral"",
  ""cool""
]",2,10,10ml,ml,,True,False,0,True,False,2024-12-31,,2025-09-04 04:02:56,2025-12-01 02:40:56,"[
  ""dry"",
  ""normal""
]"
1150c55c-8c65-4ddf-a8c6-c616b06dbb2a,TAR-LIP-0023,Tarte Essential Lip Liner,Tarte,lips,lip liner,"A premium lip liner from Tarte. Provides long-lasting, beautiful results.",Tarte lip liner - professional quality,17.96,14.40,7.18,,,,metallic,"[
  ""light"",
  ""medium"",
  ""tan""
]","[
  ""neutral"",
  ""cool"",
  ""warm""
]",1,8,30ml,ml,,True,True,0,True,False,2025-02-13,,2025-10-28 14:56:56,2025-12-13 15:37:56,"[
  ""dry"",
  ""normal""
]"
d2a8c339-602b-4781-833c-76957f5bbd74,CHA-LIP-0024,Charlotte Tilbury Pro Lipgloss,Charlotte Tilbury,lips,lipgloss,"A premium lipgloss from Charlotte Tilbury. Provides long-lasting, beautiful results.",Charlotte Tilbury lipgloss - professional quality,43.32,43.32,17.33,,,,glossy,"[
  ""light"",
  ""fair"",
  ""deep"",
  ""tan""
]","[
  ""warm""
]",3,9,30ml,ml,,True,False,0,True,True,2025-02-07,,2025-06-26 20:49:56,2025-12-15 03:33:56,"[
  ""dry"",
  ""normal""
]"
e7198c49-02c4-4d28-a61d-f7167c44b493,RAR-LIP-0025,Rare Beauty Luxe Lip Balm,Rare Beauty,lips,lip balm,"A premium lip balm from Rare Beauty. Provides long-lasting, beautiful results.",Rare Beauty lip balm - professional quality,58.33,58.33,23.33,,,,glossy,"[
  ""tan"",
  ""deep"",
  ""medium"",
  ""fair""
]","[
  ""neutral"",
  ""warm""
]",4,7,30ml,ml,,True,False,0,True,True,2024-01-13,,2025-05-27 07:11:56,2025-11-23 02:42:56,"[
  ""dry"",
  ""normal""
]"
851b727c-9965-4a80-bdad-3f5c3bbac507,CER-LIP-0026,CeraVe Perfect Lipstick,CeraVe,lips,lipstick,"A premium lipstick from CeraVe. Provides long-lasting, beautiful results.",CeraVe lipstick - professional quality,23.21,23.21,9.28,,,,satin,"[
  ""medium"",
  ""tan"",
  ""fair""
]","[
  ""warm"",
  ""neutral""
]",2,9,50ml,ml,,True,True,0,True,False,2024-01-04,,2025-02-21 11:26:56,2025-12-06 03:43:56,"[
  ""oily"",
  ""dry"",
  ""normal"",
  ""combination""
]"
d48de8e0-6a22-4d71-a802-9d1b4e06997f,PAT-LIP-0027,Pat McGrath Labs Matte Lipstick,Pat McGrath Labs,lips,lipstick,"A premium lipstick from Pat McGrath Labs. Provides long-lasting, beautiful results.",Pat McGrath Labs lipstick - professional quality,57.65,57.65,23.06,,,,glossy,"[
  ""deep"",
  ""medium"",
  ""tan""
]","[
  ""neutral"",
  ""warm""
]",1,9,50ml,g,,True,True,0,True,False,2024-11-17,,2025-07-13 02:38:56,2025-12-12 04:17:56,"[
  ""dry"",
  ""normal""
]"
d555c3cb-bf0e-4d17-9239-13204ec6c106,FEN-LIP-0028,Fenty Beauty Radiant Lipgloss,Fenty Beauty,lips,lipgloss,"A premium lipgloss from Fenty Beauty. Provides long-lasting, beautiful results.",Fenty Beauty lipgloss - professional quality,22.19,22.19,8.88,,,,glossy,"[
  ""medium"",
  ""tan"",
  ""light"",
  ""fair""
]","[
  ""cool""
]",3,8,5ml,g,,True,False,0,True,False,2024-07-19,,2025-10-29 02:23:56,2025-11-22 14:09:56,"[
  ""dry"",
  ""normal""
]"
e808c39e-791a-4718-a747-aef03f4b06b6,BEN-LIP-0029,Benefit Radiant Lipgloss,Benefit,lips,lipgloss,"A premium lipgloss from Benefit. Provides long-lasting, beautiful results.",Benefit lipgloss - professional quality,36.45,36.45,14.58,,,,glossy,"[
  ""fair"",
  ""light"",
  ""tan""
]","[
  ""neutral"",
  ""cool""
]",4,9,3g,g,,False,False,0,True,False,2023-12-26,,2025-09-18 10:29:56,2025-12-14 08:58:56,"[
  ""dry"",
  ""normal""
]"
cb92f956-21d7-48db-b9d9-d0f4183f2404,L'O-LIP-0030,L'Oreal Perfect Lip Balm,L'Oreal,lips,lip balm,"A premium lip balm from L'Oreal. Provides long-lasting, beautiful results.",L'Oreal lip balm - professional quality,55.07,55.07,22.03,,,,matte,"[
  ""fair"",
  ""deep"",
  ""tan"",
  ""light"",
  ""medium""
]","[
  ""neutral"",
  ""cool"",
  ""warm""
]",2,7,3g,g,,True,True,0,True,False,2024-04-07,,2025-06-10 23:27:56,2025-12-05 10:12:56,"[
  ""oily"",
  ""dry"",
  ""normal"",
  ""combination""
]"
84fd7657-f510-491a-9c85-a981412f6299,MAY-LIP-0031,Maybelline Perfect Lip Liner,Maybelline,lips,lip liner,"A premium lip liner from Maybelline. Provides long-lasting, beautiful results.",Maybelline lip liner - professional quality,38.38,32.63,15.35,,,,glossy,"[
  ""medium"",
  ""fair"",
  ""light"",
  ""tan"",
  ""deep""
]","[
  ""cool"",
  ""warm""
]",3,9,30ml,g,,False,False,0,True,False,2025-03-30,,2025-10-04 00:33:56,2025-11-19 04:16:56,"[
  ""dry"",
  ""normal""
]"
28179dae-e373-4ad3-8788-258c8ae19511,MAC-LIP-0032,MAC Pro Lipstick,MAC,lips,lipstick,"A premium lipstick from MAC. Provides long-lasting, beautiful results.",MAC lipstick - professional quality,36.28,34.13,14.51,,,,satin,"[
  ""deep"",
  ""tan"",
  ""light"",
  ""medium""
]","[
  ""cool""
]",2,10,5ml,g,,True,False,0,True,False,2025-04-12,,2025-02-15 12:35:57,2025-12-14 23:11:57,"[
  ""oily"",
  ""dry"",
  ""normal"",
  ""combination""
]"
f011e981-475d-4ccf-8035-27fd2a510dae,TOW-LIP-0033,Tower 28 Velvet Lipstick,Tower 28,lips,lipstick,"A premium lipstick from Tower 28. Provides long-lasting, beautiful results.",Tower 28 lipstick - professional quality,54.70,50.95,21.88,,,,satin,"[
  ""medium"",
  ""deep"",
  ""light""
]","[
  ""neutral""
]",3,8,5ml,ml,,False,False,0,True,False,2024-01-09,,2025-01-20 23:26:57,2025-12-14 17:36:57,"[
  ""oily"",
  ""dry"",
  ""normal"",
  ""combination""
]"
235780fc-2ef4-4725-ba7d-0389cadcb03f,CHA-LIP-0034,Charlotte Tilbury Pro Lipgloss,Charlotte Tilbury,lips,lipgloss,"A premium lipgloss from Charlotte Tilbury. Provides long-lasting, beautiful results.",Charlotte Tilbury lipgloss - professional quality,39.16,39.16,15.66,,,,satin,"[
  ""fair"",
  ""medium"",
  ""light"",
  ""deep""
]","[
  ""cool""
]",1,10,30ml,g,,False,False,0,True,False,2024-07-20,,2025-08-08 02:46:57,2025-12-11 05:00:57,"[
  ""oily"",
  ""dry"",
  ""normal"",
  ""combination""
]"
05b78c73-9eab-46f0-8a9c-9ad2e21d8be4,DRU-LIP-0035,Drunk Elephant Matte Lipgloss,Drunk Elephant,lips,lipgloss,"A premium lipgloss from Drunk Elephant. Provides long-lasting, beautiful results.",Drunk Elephant lipgloss - professional quality,22.51,20.93,9.00,,,,metallic,"[
  ""medium"",
  ""deep"",
  ""fair"",
  ""tan"",
  ""light""
]","[
  ""cool"",
  ""warm""
]",2,6,50ml,ml,,False,False,0,True,False,2024-06-06,,2025-05-26 09:11:57,2025-12-08 07:44:57,"[
  ""dry"",
  ""normal""
]"
38db5469-a0b2-45cb-84c5-479274a0a503,CER-LIP-0036,CeraVe Glow Lipgloss,CeraVe,lips,lipgloss,"A premium lipgloss from CeraVe. Provides long-lasting, beautiful results.",CeraVe lipgloss - professional quality,63.34,63.34,25.34,,,,glossy,"[
  ""deep"",
  ""medium"",
  ""light"",
  ""tan"",
  ""fair""
]","[
  ""warm"",
  ""cool"",
  ""neutral""
]",2,6,5ml,ml,,False,False,0,True,False,2024-10-13,,2025-02-01 16:58:57,2025-11-23 15:49:57,"[
  ""dry"",
  ""normal""
]"
2783e5a1-6389-44c0-8757-157c25d80047,NAR-LIP-0037,NARS Velvet Lip Liner,NARS,lips,lip liner,"A premium lip liner from NARS. Provides long-lasting, beautiful results.",NARS lip liner - professional quality,26.93,21.47,10.77,,,,matte,"[
  ""medium"",
  ""fair"",
  ""deep"",
  ""light""
]","[
  ""cool"",
  ""warm""
]",3,8,30ml,ml,,False,False,0,True,False,2024-11-18,,2024-12-26 14:15:57,2025-12-06 11:26:57,"[
  ""oily"",
  ""dry"",
  ""normal"",
  ""combination""
]"
f76be3c6-f085-455a-b2a4-384f38651ecb,DRU-LIP-0038,Drunk Elephant Pro Lipstick,Drunk Elephant,lips,lipstick,"A premium lipstick from Drunk Elephant. Provides long-lasting, beautiful results.",Drunk Elephant lipstick - professional quality,30.87,30.87,12.35,,,,shimmer,"[
  ""fair"",
  ""medium"",
  ""light"",
  ""deep""
]","[
  ""cool"",
  ""neutral"",
  ""warm""
]",1,7,5ml,ml,,True,True,0,True,True,2024-11-29,,2025-07-28 14:50:57,2025-12-03 17:39:57,"[
  ""dry"",
  ""normal""
]"
109b33bb-ec31-44f6-973d-ea0fd28acfbf,NYX-LIP-0039,NYX Essential Lip Balm,NYX,lips,lip balm,"A premium lip balm from NYX. Provides long-lasting, beautiful results.",NYX lip balm - professional quality,60.69,60.69,24.28,,,,metallic,"[
  ""fair"",
  ""light"",
  ""tan"",
  ""deep"",
  ""medium""
]","[
  ""cool""
]",2,6,50ml,g,,False,True,0,True,False,2024-05-21,,2025-06-13 23:04:57,2025-12-17 00:45:57,"[
  ""dry"",
  ""normal""
]"
d0a82655-db62-4e9e-8594-fa7e1e2e2862,RAR-LIP-0040,Rare Beauty Classic Lip Balm,Rare Beauty,lips,lip balm,"A premium lip balm from Rare Beauty. Provides long-lasting, beautiful results.",Rare Beauty lip balm - professional quality,50.84,50.84,20.34,,,,matte,"[
  ""light"",
  ""deep"",
  ""tan"",
  ""medium""
]","[
  ""cool""
]",2,7,50ml,g,,False,True,0,True,False,2025-07-04,,2025-04-08 05:02:57,2025-11-29 04:27:57,"[
  ""oily"",
  ""dry"",
  ""normal"",
  ""combination""
]"
9a5f3b86-e14b-4867-a2c6-0a4bb0afd7c9,ILI-LIP-0041,ILIA Ultra Lip Liner,ILIA,lips,lip liner,"A premium lip liner from ILIA. Provides long-lasting, beautiful results.",ILIA lip liner - professional quality,19.51,19.51,7.80,,,,metallic,"[
  ""deep"",
  ""light"",
  ""medium"",
  ""tan""
]","[
  ""neutral""
]",3,6,10ml,ml,,False,False,0,True,False,2025-02-26,,2025-11-12 21:14:57,2025-12-11 23:25:57,"[
  ""dry"",
  ""normal""
]"
ad36f2dc-7bf2-46c6-bccf-316563a1dec2,NAR-LIP-0042,NARS Radiant Lipgloss,NARS,lips,lipgloss,"A premium lipgloss from NARS. Provides long-lasting, beautiful results.",NARS lipgloss - professional quality,49.94,45.37,19.98,,,,shimmer,"[
  ""fair"",
  ""light"",
  ""deep"",
  ""tan"",
  ""medium""
]","[
  ""cool"",
  ""warm"",
  ""neutral""
]",3,9,15ml,ml,,True,True,0,True,False,2025-10-21,,2025-10-11 15:24:57,2025-11-27 18:17:57,"[
  ""dry"",
  ""normal""
]"
014eb68c-b137-4af1-bf55-c830f9f50f77,URB-LIP-0043,Urban Decay Glow Lip Balm,Urban Decay,lips,lip balm,"A premium lip balm from Urban Decay. Provides long-lasting, beautiful results.",Urban Decay lip balm - professional quality,63.50,63.50,25.40,,,,glossy,"[
  ""medium"",
  ""deep"",
  ""light""
]","[
  ""neutral"",
  ""cool"",
  ""warm""
]",1,9,10ml,g,,True,False,0,True,False,2024-05-21,,2025-07-07 19:39:57,2025-12-05 01:31:57,"[
  ""dry"",
  ""normal""
]"
9006dbcc-aef0-4e95-91d3-5e7d031a2f1e,PAT-LIP-0044,Pat McGrath Labs Glow Lipgloss,Pat McGrath Labs,lips,lipgloss,"A premium lipgloss from Pat McGrath Labs. Provides long-lasting, beautiful results.",Pat McGrath Labs lipgloss - professional quality,58.76,58.76,23.50,,,,glossy,"[
  ""deep"",
  ""medium"",
  ""fair"",
  ""light"",
  ""tan""
]","[
  ""neutral"",
  ""cool"",
  ""warm""
]",3,7,5ml,g,,True,False,0,True,False,2025-10-12,,2025-06-14 19:10:58,2025-12-02 19:28:58,"[
  ""dry"",
  ""normal""
]"
bef4d025-a320-4e9b-a858-0c7d2860d3d9,L'O-LIP-0045,L'Oreal Classic Lipstick,L'Oreal,lips,lipstick,"A premium lipstick from L'Oreal. Provides long-lasting, beautiful results.",L'Oreal lipstick - professional quality,60.28,60.28,24.11,,,,matte,"[
  ""light"",
  ""medium"",
  ""deep"",
  ""tan""
]","[
  ""neutral"",
  ""warm"",
  ""cool""
]",1,6,5ml,g,,False,True,0,True,False,2025-03-17,,2025-03-06 00:03:58,2025-11-26 13:41:58,"[
  ""oily"",
  ""dry"",
  ""normal"",
  ""combination""
]"
95054c69-e20f-4a4a-83b1-528bcc5bf772,TOW-LIP-0046,Tower 28 Velvet Lipstick,Tower 28,lips,lipstick,"A premium lipstick from Tower 28. Provides long-lasting, beautiful results.",Tower 28 lipstick - professional quality,58.03,58.03,23.21,,,,glossy,"[
  ""tan"",
  ""deep"",
  ""fair"",
  ""medium""
]","[
  ""warm"",
  ""cool"",
  ""neutral""
]",3,7,50ml,ml,,False,False,0,True,False,2024-09-19,,2025-10-15 14:24:58,2025-12-16 06:05:58,"[
  ""dry"",
  ""normal""
]"
3f6550b3-8b3c-4aaa-9d76-d599f7de4d8a,MAY-LIP-0047,Maybelline Essential Lipgloss,Maybelline,lips,lipgloss,"A premium lipgloss from Maybelline. Provides long-lasting, beautiful results.",Maybelline lipgloss - professional quality,25.79,19.47,10.32,,,,metallic,"[
  ""fair"",
  ""medium"",
  ""tan"",
  ""light""
]","[
  ""warm""
]",3,7,10ml,g,,False,False,0,True,False,2025-10-11,,2025-04-26 11:27:58,2025-12-16 22:46:58,"[
  ""dry"",
  ""normal""
]"
41aaa8a8-e8f1-4eea-8783-cba0a9ccbc8d,HOU-LIP-0048,Hourglass Perfect Lipstick,Hourglass,lips,lipstick,"A premium lipstick from Hourglass. Provides long-lasting, beautiful results.",Hourglass lipstick - professional quality,43.28,40.80,17.31,,,,satin,"[
  ""fair"",
  ""tan"",
  ""medium"",
  ""deep"",
  ""light""
]","[
  ""cool"",
  ""neutral"",
  ""warm""
]",3,8,5ml,ml,,True,False,0,True,False,2024-08-07,,2025-07-13 08:09:58,2025-11-22 17:34:58,"[
  ""oily"",
  ""dry"",
  ""normal"",
  ""combination""
]"
